region_id,region_name,account_id,account_name,date,timezone,window_start,window_end,sp_check_in,violation,night_shift,diff
5d8ba0f96df3c50012309f8d,DC,604937c688c80e00131b8038,Western Cary Building Products,4/11/2021,US/Eastern,20:00:00,3:00:00,23:14:54,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5f8f0de5661ad00012a5fc5a,AmeriGas - Fontana,4/12/2021,US/Pacific,20:00:00,4:00:00,21:51:41,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5afe31dad8a0fa07001a4874,Second Harvest Food Bank - Curtner Center - San Jose,4/16/2021,US/Pacific,17:00:00,4:00:00,19:49:04,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5f4f006b79f2230012367609,Imperfect Produce - Walnut TANKER,4/16/2021,US/Pacific,22:00:00,8:00:00,1:21:29,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,604937c688c80e00131b8038,Western Cary Building Products,4/21/2021,US/Eastern,20:00:00,3:00:00,1:06:22,FALSE,TRUE,NULL
2.22222E+23,DFW,5a6267cb5bc98e07006d4fa5,Hoffman Cabinets - 1210 Antler Drive,4/21/2021,US/Central,19:00:00,3:00:00,2:59:28,FALSE,TRUE,NULL
5d65b13b240e77001261832c,Nashville,5f3af381e2b21000143d6a95,DNA1 - TAKD,4/26/2021,US/Central,23:00:00,8:30:00,0:07:24,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5f4f006b79f2230012367609,Imperfect Produce - Walnut TANKER,4/27/2021,US/Pacific,22:00:00,8:00:00,0:24:39,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,4/2/2021,US/Central,21:00:00,5:00:00,1:30:40,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e20a1a304b1e5001255924a,Macrina Bakery & Cafe - 19215 66th Avenue South,4/6/2021,US/Pacific,19:00:00,1:00:00,19:04:05,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5e6ac4a43192010012dd6140,DMS Facility Services - Anaheim,4/12/2021,US/Pacific,20:00:00,4:00:00,19:40:49,TRUE,TRUE,0:19:11
1.11111E+23,Bay Area,5e3840c798263c0012c59cd5,Raymond's Sourdough Bread - South San Francisco,4/23/2021,US/Pacific,17:00:00,2:00:00,22:14:14,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5ef4e69e5258b700128a26f1,Centra Freight Services - Inglewood,4/29/2021,US/Pacific,22:00:00,4:00:00,0:30:28,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5dc091133c39cf001228f88e,Careful Movers - Menlo Park,4/30/2021,US/Pacific,20:00:00,2:00:00,21:59:32,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5c92bd9246e1a6001e9e6a56,Stanley Steemer - San Jose DRIVE THRU,5/8/2021,US/Pacific,6:30:00,7:30:00,6:51:45,FALSE,FALSE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,5/9/2021,US/Central,21:00:00,5:00:00,20:48:45,TRUE,TRUE,0:11:15
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,5/9/2021,US/Central,21:00:00,5:00:00,1:30:55,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,5/12/2021,US/Central,21:00:00,5:00:00,23:00:05,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e4179caba09780012a5b4a8,Malone's Landscape Management - 29105 148th Lane Southeast,5/14/2021,US/Pacific,19:00:00,0:01:00,19:21:09,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5ef51ddd99aecf001262fbd4,Black Diamond Paving - Hayward,5/17/2021,US/Pacific,21:00:00,4:00:00,1:51:40,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5f4f006b79f2230012367609,Imperfect Produce - Walnut TANKER,5/24/2021,US/Pacific,22:00:00,8:00:00,0:06:48,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5d2cdb633e3ac30012b2322b,United Wholesale Flowers - San Jose,5/28/2021,US/Pacific,19:00:00,6:00:00,20:53:56,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5b32b8d78682570700abfb87,Bemus - Santa Ana (Hathaway),6/4/2021,US/Pacific,15:30:00,5:00:00,22:12:58,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5e1cbab2478d55001259bc11,SMFD Station 28 - 1040 East Hillsdale Boulevard - Foster City,6/15/2021,US/Pacific,7:30:00,10:30:00,8:32:30,FALSE,FALSE,NULL
5b7762d7c2ced20700425b04,Sacramento,60242a0cc58273001253461a,American Construction Source - Elk Grove,6/16/2021,US/Pacific,18:00:00,0:00:00,19:25:41,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,604937c688c80e00131b8038,Western Cary Building Products,7/2/2021,US/Eastern,20:00:00,3:00:00,1:36:14,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b3fcdaff6b18e0700a17160,AAA Restaurant Fire Control - Union City,7/9/2021,US/Pacific,7:00:00,9:00:00,7:45:17,FALSE,FALSE,NULL
1.11111E+23,Bay Area,5c92bd9246e1a6001e9e6a56,Stanley Steemer - San Jose DRIVE THRU,7/9/2021,US/Pacific,6:30:00,7:30:00,6:57:51,FALSE,FALSE,NULL
5d0ba24c005add001234fe76,Seattle,5ecd821ae2b9060012bee091,DSE7,7/18/2021,US/Pacific,21:00:00,5:00:00,22:47:49,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5d2cdb633e3ac30012b2322b,United Wholesale Flowers - San Jose,7/20/2021,US/Pacific,19:00:00,6:00:00,20:22:27,FALSE,TRUE,NULL
5b7762d7c2ced20700425b04,Sacramento,5ff4fe395f432e001287eb4a,V3 Electric,7/20/2021,US/Pacific,19:00:00,5:00:00,19:08:31,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5d30e88f1ba1b50012ec5b0f,"Tri City Rock -	43157 Osgood Road",4/5/2021,US/Pacific,22:00:00,4:00:00,23:04:08,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5c4767a0b223960009e7ea8b,New Image Landscape - Fremont,4/20/2021,US/Pacific,16:00:00,5:00:00,22:17:40,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,604937c688c80e00131b8038,Western Cary Building Products,4/21/2021,US/Eastern,20:00:00,3:00:00,19:25:51,TRUE,TRUE,0:34:09
1.11111E+23,Bay Area,5db07d416c40d6001271aa63,S.W.I.M.S. - Livermore,4/28/2021,US/Pacific,18:30:00,3:30:00,20:46:21,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,4/30/2021,US/Central,21:00:00,5:00:00,23:04:04,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5e6ac4a43192010012dd6140,DMS Facility Services - Anaheim,5/5/2021,US/Pacific,20:00:00,4:00:00,0:28:37,FALSE,TRUE,NULL
2.22222E+23,DFW,5a6267cb5bc98e07006d4fa5,Hoffman Cabinets - 1210 Antler Drive,5/12/2021,US/Central,19:00:00,3:00:00,19:40:11,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5e5d650b690f7c0012f56044,Good Eggs Oakland - Oakland,5/15/2021,US/Pacific,23:00:00,5:00:00,22:53:04,TRUE,TRUE,0:06:56
5b7762d7c2ced20700425b04,Sacramento,5ff4fe395f432e001287eb4a,V3 Electric,5/17/2021,US/Pacific,19:00:00,5:00:00,3:00:33,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5ef4e69e5258b700128a26f1,Centra Freight Services - Inglewood,6/7/2021,US/Pacific,22:00:00,4:00:00,0:37:06,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e556680d8e9ba0012ef047e,Pete's Milk Delivery - 27441 68th Avenue South,6/11/2021,US/Pacific,19:00:00,2:00:00,19:12:11,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5b32b8d78682570700abfb87,Bemus - Santa Ana (Hathaway),6/14/2021,US/Pacific,15:30:00,5:00:00,19:02:18,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,6/14/2021,US/Central,21:00:00,5:00:00,23:18:12,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5afe31dad8a0fa07001a4874,Second Harvest Food Bank - Curtner Center - San Jose,6/25/2021,US/Pacific,17:00:00,4:00:00,20:23:53,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,7/14/2021,US/Central,21:00:00,5:00:00,0:07:24,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,7/20/2021,US/Central,21:00:00,5:00:00,23:49:38,FALSE,TRUE,NULL
5b7762d7c2ced20700425b04,Sacramento,5ff4fe395f432e001287eb4a,V3 Electric,7/21/2021,US/Pacific,19:00:00,5:00:00,4:11:12,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,60c7c910127eba00121cd700,Golden West Food Group (6),7/23/2021,US/Pacific,22:00:00,4:00:00,0:56:50,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5fb833175456c90011c545f8,Kushagram (7) - W Edinger Ave ,7/26/2021,US/Pacific,23:59:00,7:00:00,2:13:22,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b63329de92aa70700b0a928,Bear Scaffold - San Jose,4/7/2021,US/Pacific,22:00:00,7:00:00,4:31:55,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5e6ac4a43192010012dd6140,DMS Facility Services - Anaheim,4/12/2021,US/Pacific,20:00:00,4:00:00,21:54:48,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5ef4e69e5258b700128a26f1,Centra Freight Services - Inglewood,4/12/2021,US/Pacific,22:00:00,4:00:00,23:30:11,FALSE,TRUE,NULL
5b7762d7c2ced20700425b04,Sacramento,5ff4fe395f432e001287eb4a,V3 Electric,4/15/2021,US/Pacific,19:00:00,5:00:00,0:11:16,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5f8f0de5661ad00012a5fc5a,AmeriGas - Fontana,4/16/2021,US/Pacific,20:00:00,4:00:00,23:42:34,FALSE,TRUE,NULL
2.22222E+23,DFW,5a6267cb5bc98e07006d4fa5,Hoffman Cabinets - 1210 Antler Drive,4/22/2021,US/Central,19:00:00,3:00:00,19:19:32,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5dd2c9e2c234ba00121cd9c4,Vince's Landscaping - Martinez,4/29/2021,US/Pacific,20:00:00,5:00:00,22:27:26,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e556680d8e9ba0012ef047e,Pete's Milk Delivery - 27441 68th Avenue South,5/4/2021,US/Pacific,19:00:00,2:00:00,23:59:15,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5dc091133c39cf001228f88e,Careful Movers - Menlo Park,5/7/2021,US/Pacific,20:00:00,2:00:00,22:59:13,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5ecd821ae2b9060012bee091,DSE7,5/7/2021,US/Pacific,21:00:00,5:00:00,21:15:38,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e20a1a304b1e5001255924a,Macrina Bakery & Cafe - 19215 66th Avenue South,5/20/2021,US/Pacific,19:00:00,1:00:00,18:58:43,TRUE,TRUE,0:01:17
1.11111E+23,Bay Area,5dc091133c39cf001228f88e,Careful Movers - Menlo Park,5/28/2021,US/Pacific,20:00:00,2:00:00,20:15:28,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,5/31/2021,US/Central,21:00:00,5:00:00,1:50:24,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,6/4/2021,US/Central,21:00:00,5:00:00,3:41:13,FALSE,TRUE,NULL
2.22222E+23,DFW,5a6267cb5bc98e07006d4fa5,Hoffman Cabinets - 1210 Antler Drive,6/7/2021,US/Central,19:00:00,3:00:00,22:33:20,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b86e540d76ae90600b6b674,Fast Undercar - Alameda,6/9/2021,US/Pacific,18:00:00,7:00:00,21:00:45,FALSE,TRUE,NULL
2.22222E+23,DFW,5e7a772d33ab9f0013180470,Lambert Landscape Company,6/9/2021,US/Central,21:00:00,5:00:00,3:03:20,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5c8006a1dbf31a001e810915,Mike Counsil Plumbing - DRIVE THRU-1915 O'Toole Wy - San Jose,6/25/2021,US/Pacific,6:30:00,8:00:00,7:05:47,FALSE,FALSE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,6/25/2021,US/Central,21:00:00,5:00:00,22:40:26,FALSE,TRUE,NULL
5b7762d7c2ced20700425b04,Sacramento,5e6920950b54730012cc69e6,Rain For Rent - 390 West Kentucky Avenue,6/27/2021,US/Pacific,17:00:00,5:00:00,2:49:52,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,5e78eca88135fa0018c01286,Dutch Mill Catering Diesel ,6/29/2021,US/Eastern,16:00:00,8:00:00,1:45:03,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,60b90dd3d493340013674c82,Two Men and a Truck - 2709 North Rolling Road,7/2/2021,US/Eastern,20:00:00,6:00:00,22:06:09,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5e0e100aee7c3d00125be20b,Shamrock Moving & Storage - South San Francisco,7/3/2021,US/Pacific,23:00:00,5:00:00,1:32:35,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e556680d8e9ba0012ef047e,Pete's Milk Delivery - 27441 68th Avenue South,7/19/2021,US/Pacific,19:00:00,2:00:00,20:25:01,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5c4ba5c6ff80f400074a7222,Andre Landscape Services - Fontana,7/22/2021,US/Pacific,17:00:00,4:00:00,23:11:22,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5dc091133c39cf001228f88e,Careful Movers - Menlo Park,7/23/2021,US/Pacific,20:00:00,2:00:00,2:14:12,TRUE,TRUE,0:14:12
1.11111E+23,Bay Area,5db07d416c40d6001271aa63,S.W.I.M.S. - Livermore,4/5/2021,US/Pacific,18:30:00,3:30:00,21:50:33,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,604937c688c80e00131b8038,Western Cary Building Products,4/5/2021,US/Eastern,20:00:00,3:00:00,19:04:45,TRUE,TRUE,0:55:15
5d0ba24c005add001234fe76,Seattle,5f6b9c339ee8b5001212b42c,Bartlett Tree Experts - 19331 21st Avenue West,4/6/2021,US/Pacific,19:00:00,5:00:00,21:53:34,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5dd2c9e2c234ba00121cd9c4,Vince's Landscaping - Martinez,4/19/2021,US/Pacific,20:00:00,5:00:00,22:41:50,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5c3d35a32eec3000079e6883,Andre Landscape Service - Murrieta,4/20/2021,US/Pacific,18:00:00,3:00:00,0:46:40,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5f88693af58c3b00128fb24c,GA Express - Ontario,4/26/2021,US/Pacific,6:00:00,10:00:00,6:23:58,FALSE,FALSE,NULL
1.11111E+23,Bay Area,5e1cbab2478d55001259bc11,SMFD Station 28 - 1040 East Hillsdale Boulevard - Foster City,4/27/2021,US/Pacific,7:30:00,10:30:00,8:12:32,FALSE,FALSE,NULL
1.11111E+23,Bay Area,5bd3979e29066700061abab6,Good Stuff Distributor - South SF,5/7/2021,US/Pacific,19:00:00,4:00:00,1:08:55,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b3fcdaff6b18e0700a17160,AAA Restaurant Fire Control - Union City,5/12/2021,US/Pacific,7:00:00,9:00:00,7:51:49,FALSE,FALSE,NULL
1.11111E+23,Bay Area,5c4767a0b223960009e7ea8b,New Image Landscape - Fremont,5/14/2021,US/Pacific,16:00:00,5:00:00,23:12:56,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5e5d650b690f7c0012f56044,Good Eggs Oakland - Oakland,5/14/2021,US/Pacific,23:00:00,5:00:00,21:10:24,TRUE,TRUE,1:49:36
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,5/18/2021,US/Central,21:00:00,5:00:00,23:17:18,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5ecd821ae2b9060012bee091,DSE7,5/19/2021,US/Pacific,21:00:00,5:00:00,1:21:06,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,605e3c155e8c300012c53fcc, CHHJ - Tukwila,5/19/2021,US/Pacific,21:00:00,6:00:00,22:48:18,FALSE,TRUE,NULL
2.22222E+23,DFW,5f3d5edf376ca70012f227ec,Exterior Solutions,5/26/2021,US/Central,20:00:00,2:00:00,0:18:21,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,5e78eca88135fa0018c01286,Dutch Mill Catering Diesel ,6/4/2021,US/Eastern,16:00:00,8:00:00,0:16:07,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5fe0f5a1dc3c7100122a383f,Fleetwash - 11520 Bloomfield Avenue,6/8/2021,US/Pacific,19:00:00,3:00:00,2:21:48,FALSE,TRUE,NULL
5d65b13b240e77001261832c,Nashville,5fc68c6b0dd9c30012451296,Don Wood Plumbing,6/13/2021,US/Central,19:00:00,5:00:00,22:54:40,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5db07d416c40d6001271aa63,S.W.I.M.S. - Livermore,6/18/2021,US/Pacific,18:30:00,3:30:00,20:25:40,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5e6ac4a43192010012dd6140,DMS Facility Services - Anaheim,6/25/2021,US/Pacific,20:00:00,4:00:00,19:58:50,TRUE,TRUE,0:01:10
5b7762d7c2ced20700425b04,Sacramento,5ff4fe395f432e001287eb4a,V3 Electric,6/30/2021,US/Pacific,19:00:00,5:00:00,1:47:25,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5ecd821ae2b9060012bee091,DSE7,7/8/2021,US/Pacific,21:00:00,5:00:00,22:45:26,FALSE,TRUE,NULL
1.11111E+23,Bay Area,60abc5f6de25dc0012ef17ca,George V Salet Plmg Inc - Brisbane,7/14/2021,US/Pacific,20:00:00,6:00:00,20:39:49,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e556680d8e9ba0012ef047e,Pete's Milk Delivery - 27441 68th Avenue South,4/6/2021,US/Pacific,19:00:00,2:00:00,0:57:38,FALSE,TRUE,NULL
2.22222E+23,DFW,598a16f41318b9070019b185,Landscape Professionals - 9822 Jamison Drive,4/18/2021,US/Central,17:00:00,20:00:00,19:40:15,FALSE,FALSE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5b05a82c49644c0700390ff7,"Traffic Management, Inc. - Anaheim TANKER",4/22/2021,US/Pacific,21:00:00,5:00:00,22:17:38,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b86e540d76ae90600b6b674,Fast Undercar - Alameda,4/28/2021,US/Pacific,18:00:00,7:00:00,22:05:58,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5bd3979e29066700061abab6,Good Stuff Distributor - South SF,5/3/2021,US/Pacific,19:00:00,4:00:00,3:13:49,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,604937c688c80e00131b8038,Western Cary Building Products,5/19/2021,US/Eastern,20:00:00,3:00:00,20:22:03,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5f6b9c339ee8b5001212b42c,Bartlett Tree Experts - 19331 21st Avenue West,5/25/2021,US/Pacific,19:00:00,5:00:00,0:34:10,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,5eb05ab55d6e1c0012869701,Desoul Cafe,6/11/2021,US/Eastern,16:00:00,4:00:00,20:01:38,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5dd2c9e2c234ba00121cd9c4,Vince's Landscaping - Martinez,7/1/2021,US/Pacific,20:00:00,5:00:00,22:08:19,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5afe31dad8a0fa07001a4874,Second Harvest Food Bank - Curtner Center - San Jose,7/6/2021,US/Pacific,17:00:00,4:00:00,20:27:26,FALSE,TRUE,NULL
5d65b13b240e77001261832c,Nashville,5fc68c6b0dd9c30012451296,Don Wood Plumbing,7/15/2021,US/Central,19:00:00,5:00:00,3:50:51,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5e1cbab2478d55001259bc11,SMFD Station 28 - 1040 East Hillsdale Boulevard - Foster City,7/16/2021,US/Pacific,7:30:00,10:30:00,8:58:14,FALSE,FALSE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5f88693af58c3b00128fb24c,GA Express - Ontario,7/19/2021,US/Pacific,6:00:00,10:00:00,6:09:47,FALSE,FALSE,NULL
5d0ba24c005add001234fe76,Seattle,605e3c155e8c300012c53fcc, CHHJ - Tukwila,7/22/2021,US/Pacific,21:00:00,6:00:00,3:29:00,FALSE,TRUE,NULL
1.11111E+23,Bay Area,60e5e8d391fe070012d6e516,Metropolitan Van & Storage - Fairfield,7/23/2021,US/Pacific,20:00:00,5:00:00,19:38:32,TRUE,TRUE,0:21:28
1.11111E+23,Bay Area,5ef51ddd99aecf001262fbd4,Black Diamond Paving - Hayward,7/26/2021,US/Pacific,21:00:00,4:00:00,23:45:53,FALSE,TRUE,NULL
5d65b13b240e77001261832c,Nashville,5f3af381e2b21000143d6a95,DNA1 - TAKD,4/8/2021,US/Central,23:00:00,8:30:00,2:40:14,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5cd2fb4b4744a5001f217ddb,Bemus Landscape - Riverside,4/9/2021,US/Pacific,17:00:00,4:00:00,19:27:29,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b3fcdaff6b18e0700a17160,AAA Restaurant Fire Control - Union City,4/13/2021,US/Pacific,7:00:00,9:00:00,9:12:29,FALSE,FALSE,NULL
1.11111E+23,Bay Area,5d30e88f1ba1b50012ec5b0f,"Tri City Rock -	43157 Osgood Road",4/18/2021,US/Pacific,22:00:00,4:00:00,22:09:47,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,60395f63d9384c0012c6cdda,MRW Lawns,4/20/2021,US/Eastern,20:00:00,5:00:00,20:26:42,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5c8006a1dbf31a001e810915,Mike Counsil Plumbing - DRIVE THRU-1915 O'Toole Wy - San Jose,4/23/2021,US/Pacific,6:30:00,8:00:00,7:18:01,FALSE,FALSE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5e6ac4a43192010012dd6140,DMS Facility Services - Anaheim,4/23/2021,US/Pacific,20:00:00,4:00:00,20:59:26,FALSE,TRUE,NULL
1.11111E+23,Bay Area,607a148393e639001295fc09,Shippers Transport Express - French Camp,4/27/2021,US/Pacific,6:00:00,10:00:00,6:51:18,FALSE,FALSE,NULL
5d65b13b240e77001261832c,Nashville,5f3af381e2b21000143d6a95,DNA1 - TAKD,5/7/2021,US/Central,23:00:00,8:30:00,3:09:00,FALSE,TRUE,NULL
5d3b47869a1cb400132c65cc,Austin,5d8d21ae0eec040012deec33,DAU1,5/9/2021,US/Central,21:00:00,5:00:00,0:46:20,FALSE,TRUE,NULL
5b7762d7c2ced20700425b04,Sacramento,5ff4fe395f432e001287eb4a,V3 Electric,5/13/2021,US/Pacific,19:00:00,5:00:00,21:59:25,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b86e540d76ae90600b6b674,Fast Undercar - Alameda,5/14/2021,US/Pacific,18:00:00,7:00:00,19:22:05,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5e6ac4a43192010012dd6140,DMS Facility Services - Anaheim,5/19/2021,US/Pacific,20:00:00,4:00:00,23:50:08,FALSE,TRUE,NULL
2.22222E+23,DFW,5a6267cb5bc98e07006d4fa5,Hoffman Cabinets - 1210 Antler Drive,5/23/2021,US/Central,19:00:00,3:00:00,22:42:38,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,605e3c155e8c300012c53fcc, CHHJ - Tukwila,5/26/2021,US/Pacific,21:00:00,6:00:00,0:37:54,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5c8006a1dbf31a001e810915,Mike Counsil Plumbing - DRIVE THRU-1915 O'Toole Wy - San Jose,5/27/2021,US/Pacific,6:30:00,8:00:00,7:11:54,FALSE,FALSE,NULL
1.11111E+23,Bay Area,5c018ac6d4871f000748c545,Building Picks - Concord (old location),6/2/2021,US/Pacific,18:00:00,4:00:00,21:49:09,FALSE,TRUE,NULL
5d65b13b240e77001261832c,Nashville,5f3af381e2b21000143d6a95,DNA1 - TAKD,6/3/2021,US/Central,23:00:00,8:30:00,2:49:56,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5e5d650b690f7c0012f56044,Good Eggs Oakland - Oakland,6/4/2021,US/Pacific,23:00:00,5:00:00,0:10:07,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5e556680d8e9ba0012ef047e,Pete's Milk Delivery - 27441 68th Avenue South,6/8/2021,US/Pacific,19:00:00,2:00:00,23:22:41,FALSE,TRUE,NULL
5d65b13b240e77001261832c,Nashville,5f3af381e2b21000143d6a95,DNA1 - TAKD,6/13/2021,US/Central,23:00:00,8:30:00,6:34:35,FALSE,TRUE,NULL
5afe15d9d8a0fa0700197cd5,Orange County,5ef4e69e5258b700128a26f1,Centra Freight Services - Inglewood,6/17/2021,US/Pacific,22:00:00,4:00:00,2:39:06,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,5fad630a729dd20012d853d1,Blades of Green,6/23/2021,US/Eastern,18:00:00,5:00:00,19:33:52,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5df2b5b18862700012b013db,DSF3 - San Jose - Unleaded ,6/24/2021,US/Pacific,21:00:00,5:00:00,0:40:59,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5e5d650b690f7c0012f56044,Good Eggs Oakland - Oakland,7/3/2021,US/Pacific,23:00:00,5:00:00,1:49:31,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5b3fcdaff6b18e0700a17160,AAA Restaurant Fire Control - Union City,7/13/2021,US/Pacific,7:00:00,9:00:00,8:55:36,FALSE,FALSE,NULL
1.11111E+23,Bay Area,5e3840c798263c0012c59cd5,Raymond's Sourdough Bread - South San Francisco,7/13/2021,US/Pacific,17:00:00,2:00:00,20:37:28,FALSE,TRUE,NULL
5d8ba0f96df3c50012309f8d,DC,60395f63d9384c0012c6cdda,MRW Lawns,7/13/2021,US/Eastern,20:00:00,5:00:00,0:21:20,FALSE,TRUE,NULL
5d0ba24c005add001234fe76,Seattle,5ecd821ae2b9060012bee091,DSE7,7/19/2021,US/Pacific,21:00:00,5:00:00,23:35:31,FALSE,TRUE,NULL
1.11111E+23,Bay Area,5c92bd9246e1a6001e9e6a56,Stanley Steemer - San Jose DRIVE THRU,7/23/2021,US/Pacific,6:30:00,7:30:00,6:32:22,FALSE,FALSE,NULL
